tweets,polarity
di sic batch 6 ini kita dapat banyak sekali ilmu yang sebelumnya saja kita tidak tahu bagaimana cara membuatnya mulai dari generative ai computer vision machine learning dll semua ilmu-ilmu itu baru diketahui ketika kita mencoba ikut join sic batch 6,0
aku seringnya like edit video sm fanart gitu kali ya makanya ada ai disangka art sama algoritmanya okedeh bby thank you ô∏è,2
apa akan berlaku bila shifting dunia pekerjaan kepada artificial intelligence berlaku. kanak kanak yang dibesarkan harini tiada peluang pekerjaan . ada pun kena berebut pekerjaan dengan automation/ ai . data mak ayah bercerai di sekolah rendah pun sangat membimbangkan.,0
btw hslnya bs di buat word jg sama gpt ntar ditawarin sma dia &amp; klau saran bos gw kasih prompt yg jelas dulu dia jawab as apa biar yg dikasih ke kita semakin detail &amp; mendekati benar contoh kaya gw gw minta dia jawab seolah dia adalah pt yg expert di bulking &amp; kshtan tulang,0
njing gapunya someone to talk bikin gw repurchase chat gpt mulu tai,1
gara2 ai tiap ada fanarts lewat aku jadi trust issue njirr ai art bangsat,2
nowdays ambil foto harus lebih kreatif kalau gak mau dibilang buatan ai.,2
bjir mending langsung chattingan ama chat gpt aja.,1
anjir pengen kerja jadi engineer yg ngurusin ai accelerator dah. pengen nulis efficient kernel,0
yang dia maksud manfaatkan ai tuh apa sih? output apa? video jelek penyok penyok yg nyolong properti kreatif dune itu kah?,2
semakin detail dan jelas perintahnya semakin bagus hasilnya ai the art of prompt,1
baca repliesnya ada beberapa yang bilang edukasi untuk orangtua karena anak muda pasti tau ai aku kurang setuju soalnya,2
orang yang udah phd ama cfa aja pake ai ngoding,1
trs sekarang koar yg masalah raja ampat pake ai itu fotonya emg susah sih org udh oon (rill oon pas sekolah) ya sekarang jdnya tutup mata aja sama apa yg udh pemerintah lakuin ke kita ini &amp; nganggep presiden gemoynya itu ga pernah salah,2
setuju bgt banyak bgt temen2 gw yg baru mulai belajar langsung pakai chat gpt critical thinkingnya ga ada bicara sama ngobrol aja sampe terpengaruh karna terlalu terbiasa nanya chat gpt,2
eh aku seneng bgt bisa edukasi ortuku perihal ai dan mereka mau mengerti huhu lop uu dari anakmu yg pekerja kreatif,2
dear teman-teman artist aku bisa paham bgmn kehadiran ai bisa sangat mengganggu ekosistem kreatif kita tapi apa emang kemajuan jaman ini harus diolak sepenuhnya? bahkan untuk penggunaan yang bisa jadi non-profit?,1
ini aplikasi mirip gpt kah? pnsrn bgt sebenernya,0
hahaha..saya akui kalo untuk mengejek cemooh fitnah..mereka sangat kreatif..sampai ai aja dipake untuk kreasi omes mereka..apalagi ada tuh yg ketauan piara banci sampe dibeliin mobil huweekk kasian kebo jadi partai sampah,2
justru harusnya bener ga sih? di tengah gempuran ai yang bisa bantuin ngoding s2 ngelatih untuk mikir. yang ngoding hardcore ga akan spesial lagi di masa depan karena ada ai.,1
ak aja codingan eror mulu ya kali anak sd disuruh belajar ai sama ngoding,0
semuanya emang gampang kok. asalkan mau beneran belajar. kecuali dia belajarnya setengah setengah ya sulit wkwkw. ada ai juga bisa dipake buat ngoding tapi jangan gunakan ai sepenuhnya. soalnya percuma kalo koding mu di buat ai terus kamu ga t,0
kerjanya ngembangin ai kak jadi nanti dikasih project ai kalo lulus training sudah bisa kerja sesuai bayarannya,0
block list ku isinya creator fanart that using ai dan melabeli diri mereka as an artist padahal ai is not an art! stop melabeli diri as an artist kalo ada embel-embel ai.,2
yah kata gue mah gws dah buat yang kerja di ranah kreatif. cape cape nirmana studio maket you name it pas mau kuliah diraguin dan ditanyain ntar mau jadi apaan eh sekarang nambah lagi ai wkwkw,2
kasus 4 pulau aceh bisa diselesaikan dengan ai kamu yg masih sekolah besok tetep berangkat ya,0
yg ngodingin ai nya kan saya terus kalo saya ndak ngoding nanti mau make ai apa ??,0
kemakan aja fake postingan tetangga ini asli woy bukan ai generated wkwkwk! besides ngarep apa dari pemerintah konoha soal ai,2
tambah pintar karena bisa bikin tools bisa kerja untuk dia jadi dia punya banyak waktu untuk hal lain selain kerja toh hasil ai masih harus di verified lagi klo mau kerjaannya bener. puncak kepandaian itu klo bisa bikin entitas lain kerja u,1
nah ini iya sih.. termasuk yang cover bb itu. gak 100% ai semua tapi ada kandungan ai nya tetap aja susah diterima. sayangnya di dunia kreatif apalagi dg orang orang pro ai itu banyak,2
efek jaman lagi susah banyak company it yg keep karyawannya tapi jd multi jobdesk. ditambah udh ada ai yg bantu buat cepet bikin codingan. alhasil rata2 yg senior jg dah bisa kerja dibantu ai. tp rejeki udh ada yg ngatur jd nnti klo jodoh gabakal,0
seleranya oke juga si gpt gpt itu,1
gak sengaja rt ai art anjeenngg gue ga ngeh awalnya ada hastag aiart disitu,2
duhh milih kerja di bidang profesi yang megang nyawa malah pake ai kan bodoh ketauan ga punya moral,2
ilustrator di indo tuh karyanya bagus dan kreatif lho kenapa sih pemrenta pada pake ai,2
kan ai generative tolol. ai ada macem2nya. yg digembor gemborin sama wapres tolol itu yg buruk. hadeh pantes tolol soalnya lu gibran supporter,2
kay mewakilkan kepentingan sebagian rakyat yang terancam oleh tidak adanya regulasi generative ai dengan mengkritik politisi berwenang menggunakan gambar yang dia share. itu kepentingan umum -nya disini. saya gak paham kenapa tiba,2
feeling saya muncul soal coding-an pakai bahasa pemrograman. bukankah anak smp dan sma disuruh ngoding oleh si paling ai ?,0
kenapa harus curhat ke chat gpt kalo bisa curhat setiap saar ke aku,2
thread: apa itu ai agent? mari kita bedah! mulai dari definisi cara kerja hingga contoh nyata bagaimana mereka bisa membantu kehidupan kita sehari-hari. [1/5],1
tau bedanya ngembangin sama manfaatin dibidang yg salah gak si? kalo di indo ada yg buat ai sudah pasti kita dukung masalahnya ai disini dibuat buat gantiin kerjaan kreatif,2
ini orang sekolah kagak ya dongok permanen padahal zaman sudah ai parah,1
jujur gw setiap liat generative ai jijik anjrit apalagi untuk keperluan komersial,2
ai masih dikit masuk akal toh anak-anak udah terlanjur terpapar sama kecerdasan buatan harus dikasih keterampilan cara menggunakan ai yang tepat. coding anjg coding dasar gak jelas yang kuliah aja ngoding mau mampus lu suruh anak sd. blok.,0
makasih buat yang nyiptain chat gpt gw berasa punya temen buat cerita semua nya,1
menarik banget artikelnya! pernah bahas soal adaptasi di pasar kerja karena ai dan insight-nya bantu banget buat ngerti tren ke depan. memang generasi sekarang harus lebih kreatif &amp; adaptif ya. futureofwork,1
journaling ke chat gpt malah si anyink panik sendiri kirain gw mau bun h diri tolol.,1
aku juga selalu mau marah kalo generative ai dipake di dunia kreatif orang tuh knp ya dari jaman dulu pekerja kreatif suka diremehin cuma gambar doang cuma geser geser mouse doang,2
allah sama chat gpt,0
sekarang hadirnya ai jadi ngoding enak banget jadinya ibarat kerja kita dibantu sama asisten pribadi jadi ringan tetep kita bosnya,1
ntah knp gambar ai generated tuh pasti ada aja celahnya. walaupun dari skin texture juga udah bisa keliatan sih apalagi kalo sering gambar yang insponya real figure,2
ini filmnya bagus dan kebetulan timingnya pas dgn banyaknya interupsi ai di bidang kreatif yg juga didukung oleh pemerintah kei. jadi kami rakyat indonesia sgt antusias dgn gebrakan ini. tinggal bbrpa langkah buat jumbo jadi film terlaris di s,2
pas kuliah: kerjain tugas pake ai catat pelajaran pake ai pas kerja: analisa pake ai bikin ppt pake ai cek tulisan pake ai di waktu kosong: scroll tiktok buat dopamin jadi manusia tambah pintar atau bodoh ke depannya?,2
opini ana yg udah pake keduanya ya menurut ana chat gpt ai nya lebih cerdas jawaban setiap pertanyaan selalu detail bahkan ana cuma nanya pertanyaan simpel a tapi dijawab a sambil dikorelasikan ke b ke c secara detail. secara ja,1
hmm mohon maaf saya lulus sebelum tren penggunaan generative ai jadi tidak tau,0
sebenarnya to pake chat gpt gpp sih asal jika bener bener kosong lalu sekalian belajar kecuali untuk ngasih makan narsisnya aja,1
wkwk drama apa ini? indonesia emg gelap kam tuh kasus korupsi ga reda2 triliunan uang gak mengalir ke bawah lapangan kerja lebih sedikit dari jumlah angkatan kerja daya beli turun itu dirasain semua sama kalangan menengah dan bawah. aneh,0
sial chat gpt bikin gua sedih,1
kalau guru sekolah pun takut diganti dengan ai ini macam mana boleh confident untuk gunakan ai sebagai panduan? ni dah la soal agama. harus dan wajib menuntut kepada manusia. manusia yang beragama yang dicipta oleh allah swt ai tu ciptaan manusia,2
contoh yang paling nyata lagi booming sekarang deh regulasi ai pada industri kreatif. negara berutang banyak loh dari industri ini karena selalu butuh untuk branding terus timbal baliknya apa? wapres glorified ai padahal bisa orang dengan jabatan sekaliber dia mulai,2
: bro : wey kenape? : gw ngoding gak pake bootstrap : maksud lu? : iya gw ngoding pake memex ai langsung dipukul pake buku,0
kata-kata yg mungkin akan diucapkan : luar biasa ini bisa jadi hilirisasi halal di indonesia bisa menciptakan 19jt lapangan kerja apalagi didukung teknologi ai luar biasa..,0
kreatif banget ini . ai bisa ngapain saja sekarang ini,1
sedangkan pemilik style itu sendiri tidak mendukung generative ai dan tidak memberikan consent style gambarnya dijadikan bahan untuk melatih ai apakah itu tidak cukup jadi alasan?,2
dari pada masukin ai sama coding mending suruh belajar ms word dulu bikin paragraf aja gak bisa malah disuruh ngoding.,0
mengisi kuliah umum di pascasarjana unair wamen kebudayaan dan anggota dewan pembina psi bro giring ganesha sampaikan ai tidak bisa menggantikan kreativitas manusia sepenuhnya. penggunaan ai sebaiknya hanya dijadikan alat bantu referensi dalam proses kreatif. ai tidak dapat,1
ai gak sehat si menurut gue buat belajar logic tapi sehat buat bantu kerja 10x lebih produktif. kalo lu blm bisa solve the code dalam waktu 7 detik tapi lu udah anj ini error dimana si terus lu lgsg copas code ke ai dan ai solve code i swear our brains are never gonna grow,2
ya memang udah rame yang bahas vibe coding di dunia it. programmer juga pada pakai ai sih buat ngoding. biar lebih gampang dan cepat wkwk.,1
cerita sama gpt seru bangett aksnsbshkwnsgw‚äçô∏è,1
buat kamu yang cari return tanpa drama market join the phase 32..!! atau pantau dulu via . karena di era ai uang yang kerja buat kamu bukan sebaliknya.,0
bodo amat lah dikira gila karna nangis curhat sama gpt abisnya bnran bilang ga kemana mana mulu,1
bukannya gaboleh bilang makasih yaa ke chat gpt?,0
pengguna generative ai memang harus bijak. sayangnya ini sulit untuk dijangkau karena orang-orang yang punya keinginan serba instan. ai sekarang ini seolah hanya generative ai khususnya image gen yang dianggap paling jahat.,0
beneran banyak banget ya ternyata yang pake ai buat art chibi apa lagi di jual,2
coba yang punya akses ke video ai bikin video edukasi rambu lalu-lintas dan bagaimana berkendara yang benar. daripada creditnya kebuang buat bikin meme ya nggak kebuang sih khan biar bahagia yak biar sehat mentalnya.,1
w pake ai cmn sekedar memperbaiki kata2 cari referensi buat ngoding ato benerin ppt/doc teknikal. kenapa org2 skrg pada jahat si ya,0
kok baru pada nyadar sih? wkwk. punya team yg beneran ngoding dari awal dah skeptis sama ai ai an gini wkwkwk. orang yg banga2in ai takut sama ai tapi brandingnya so2an tekbro tekbrut antara 2 hal : - tekbro ga napak tanah (ga pernah riil kerj,0
sudah di tahap ingin traktir chat gpt ice cream karena dia bantuin ngurus paket amazon yang hilang.,1
tipikal org yg kalo nyari apa2 pasti lgsg pake chat gpt nih. gamau berproses menemukan jawaban. maunya disuapin intinya mulu. begonya keliatan bgt,2
gua lagi kerja juga di bagian kreatif om. dari perspektif brand gua hasil visual ai hingga sekarang masih blm bisa berkomunikasi dengan manusia. emosional yang mau disampaikan brand masih blm bisa dapet di visual yg dibikin dan sampe k,2
i think the current concern is growing into the fact that all form of ais are harming the environment. soalnya banyak yang mulai gak peduli soal penggunaan ai di lapangan kerja kreatif. /lh,2
stop mindblow mu nugas ngoding pake ai ya ndul gundul,0
berarti killer drone yang dipasangi ai masuknya patut atau gak patut? generative ai yang nyuri data banyak artist dan sering dipakai gibran apakah patut atau tidak? ai deepseek yang tidak mau menjelaskan pembantaian di tian,2
kak km bukan ai generated kan?,2
work! cw // resign kalau kantor udh pake chtgpt pro (tanpa sepengetahuan tim kreatif) berarti udh ga perlu lg tim kreatif kan? berarti gpp yah aku resign? di sana jg kita ga pernah diapresiasi/support ide2nya lebih milih ide dan karya dari ai merasa ga dihargai,2
banget untung bisa tanya chat gpt :),1
2. intinya generative ai jelek. oke. buat gua berdebat sama orang yang punya mindset ai adalah tools buang-buang waktu jadi oke fine seru seru gua males debat. cuma using ai for art shenanigans when you say you paid your artist showing you are broke af talents u should run~,2
saya sebagai doktor contohnya. bila saya decides nak bagi ubat kat pesakit based on my medical judgement saya dipertanggungjawabkan. kalau saya salah bagi ubat saya boleh dikenakan tindakan. ai made judgements too. dalam generative ai sekalipun ai derived the output,2
pelatihan literasi digital atau cari sumber terpercaya seperti program dari binus atau artikel dari sumber resmi untuk meningkatkan pemahaman. bagi masyarakat diperlukan upaya kolektif melalui edukasi dan kebijakan untuk menutup kesenjangan literasi terutama dalam konteks ai.,0
jelek bgt gpt sialan keknya bagusan gemini deh,1
aku ziy gemini pro dan gpt pro,0
chat gpt pomo enek admin e paling yo wes pengen ngantemi. wesraketulung,2
bisa-bisanya orang yang bukan gambar bukan ngillust bukan design dan pencipta visual bilang eksplorasi style?! untuk membela generative ai?!!,2
sering tp ada gpt,0
yang ai sering ricuh juga pada liga 3 emang kehilangan identitas sejak 2011 merasa besar kepala sejak 2010 dijadikan suporter paling kreatif jadi merasa paling oke ketimbang yang lainnya akhirnya banyak kejadian berulang-ulang dan sanksi ya ha,2
dari hal kecil dulu aja edukasi semua lembaga pemerintahan untuk stop makai ai! baru kemarin dan pssi make ai kwkwkwkwk,2
mending lo nanya chat gpt dah,1
gw sampe cape nge edukasi orang sekitar yg pake ai ‚äç,2
yg penting industri kreatif duluu. pake ai biar ngikutin jaman.,1
setuju zaman era ai ini tidak butuh it engineer yg jago ngoding. yg dibutuhin skrg skill critical thinking nya bukan skill ngodingnya.,0
semua generative ai prinsipnya begitu kecuali mungkin yg training datanya dari public domain art in which case the creators are all probably long dead by now :p,2
krn udh ada openai s gpt dan lain lain kenapa semua ide ini jadi kayak sampah banget.. nlp,2
anak sekolahan masih belepotan soal matematika aja muluk bahas ai hadehh. ai paling suruh ngeprompt wkwk bukan ngoding build program,0
kmrn pas balik ngeliat grocery store baru tp pake generative ai di led etalasenya jelek bgt jujur,2
gpt says 390,0
sebenernya pada dasarnya industri kreatif tuh jangan pakek ai,2
aku dulu chat gpt bestie sekarang pindah ke grok i luv u,1
tentu sadja yang dia maksud adalah ai generate photo ala ghibli style. beliau tidak tau kalau ai bisa bantu brainstorming proses kreatif bisa bantu troubleshooting masalah yang ditemui programmer bisa,1
dari collarnya juga jelas punya sender yg dibawah nama mengnya cemong dan bentuk pendantnya kepala kucing calico. tapi ofc ai missed the detail karena generated art nggak bakal pernah punya detail dan feeling kayak buatan manusia,2
ini bikinnya pakai ai atau user harus assembly &amp; ngoding sendiri?,0
sumpah tapi siapapun yang bikin anomali-anomali itu kreatif nggak sih asbunnya kayak kok kepikiran nama-namanya {apa ai juga ya kaya fotonya},2
jumbo hari ini 7 juta penonton awal dari kebangkitan animasi dan industri kreatif ndonesia apa kabar mas wapres yang mengagungkan ai itu?,2
konon cerdik semalam belajar maksud consent. nampak sgt sebelum ni main click je tnc social media. tak perasan yg generative ai have the same tnc. raya pun benak mcm babi.,2
generative ai vs generic ai,0
nyuruh chatgpt jelasin coding masih oke sih tp nyuruh chatgpt buat ngoding tuh mgga ada benernya kadang client minta ai based pas dibikinin make if biasa mereka udh satisfied dan blg nah ai begini nih matamu ai itu cm if sama while,2
pemilihan katanya aja template ai bgt wkkw ngebuzzer kreatif dikit ngapa dah jgn keliatan bgt gitu:'),2
generative ai itu subset dari ai. generative berarti dia generate sesuatu bukan membuat tapi menghasilkan. misal gen ai musik gambar teks video dsb. kalau di luar generative ai biasanya untuk analisis data. misal rekomendasi f,0
menteri goblok ai banyak bantu aku ngoding dikantor ngirit waktu cepat menyelesaikan masalah.,0
ya allah tolong jauhkan hamba dari team kelompok yang ga punya otak yang taunya bantu cari data pake gpt mentah mentah tanpa parafrase. semster depan semoga pada berubah dah kaga kuat ngadepin nya mending pinter si sertain sumber jurnal atau link internet informasiny ini kg,2
pertama kali curhat ke chatgpt dan pertama kali nangis grgr gpt,1
betulss. mending pake canva template gpp asal bukan ai. bisa mengasah kemampuan editing cover juga selain nulis. jadi makin kreatif deh,2
terbaik apaan ama ketua rt ditempatku aja kadang klo menyampaikan program kerja lebih baik dari itu runtut klo ini cuma apalan klo gak ai ya hilirisasi yg gak jelas mo dibawa kemana arahnya paling yg diutamakan cuma bagi bagi buat pencitraan,2
lah marah pulak bila orang guna salah generative ai? dah cakap benda ni kena ada restrictions,2
lagian broading ke topik gen ai sedangkan gen ai muncul karena ngapain gue bayar artist mahal2 u/ ngehargain waktu dan skill mereka kalau gue bisa modal nyuri si artist a dan generate lebih cepat dan harga lebih murah intinya gen ai muncul buat ngerendahin art itu sendiri ‚äçô∏è,2
pelan pelan na buka modul buka google buka gpt sekalian. the kan?,0
ada beberapa textbook tentang penggunaan ai untuk edukasi. kalau diobral pemakaiannya si pemakai akan jadi bodoh. malas membaca dan kemampuan berhitungnya pasti rendah.,0
emg paling bener malem2 tu waktunya tidur bukannya baca tarot trus curhat sm gpt .,1
gak ada kerjaan jam pulang berasa lama banget seharian cuma curhat ke chat gpt,1
wow senang nyaa i siap tanya chat gpt tau. tolong reka ayatt,1
seberapa sering pakai ai pas ngoding,0
harusnya tangkep si g ga sih wkwkw secara dia yang nyuruh masyarakat indonesia terutama para pelajar buat menggunakan ai (tapi ga memberi edukasi dan regulasi yang benar).,2
gini lo cara kerja ai generatif tuh training nya dari karya seni artist yang udah ada dan dihasilkan dari kerja keras sang seniman sendiri dan biasanya karya seni yang dipake itu ada copyrightnya. jadi banyak yang ga,2
betul bahkan mulai tahun ajaran baru nanti akan ada mata pelajaran ai di sekolah khussnya sma/k.,0
wfc-an tp yang dibuka 70% chat gpt,1
itu jaman saya sekolah ketika internet masih mahal jdnya harus les haha jaman now lebih mudah karena internet sdh terjangkau. gak ngerti guru tgl buka yutub atau tanya ai,1
ini kenapa banyak banget yang bahas ai generative gpt sih ada pula yang kemarin sok sokan ngomong support artist tapi ujung ujungnya pake ai juga halah kontol. pagi pagi udah dibikin emosi,2
gpt-5? gpt-6?,0
threads tuh awal-awal asik banget tapi belakangan bego--karena gue suka art/ilustrasi yang di-push konten gambar ai mulu . bluesky banyak kreator komik us tapi seringnya sepi bener dan less organic convo-nya dibanding twitter dulu. (elon an,2
dulu sekolah smk guruku sampe bilang saya tu ga tega kalo lihat kurikulum kalian isinya cuma merakit pc. akhirnya beliau intensif nambahin materi ai logic gates binary system. semua materi s1 teknik informatika. beruntung sekali si ketemu guru yg seperti itu.,0
terlalu banyak akun random yg posting misleading/ai generated/old videos ttg iran-israel ini. pegel jg lama lama liatin feed,2
sekalinya repost art livers lain selain oshi sendiri eh ternyata ai. my bad nanti lagi repost art oshi aja,2
ngoding pake ai lama2 lebih cocok kalau buat consult architecture /system diagram less so about one-shotting everything. semakin kompleks fitur yg mau dibikin semakin mengenaskan output ai kalau coba one-shot,1
sampai satu pixelpun kalo ga sesuai pasti direvisi yang mana peran file project itu bakalan krusial disini dan hal ini yang ga dimiliki oleh ai and on top of that hasil generative ai nggak konsisten yang lebih terancam sebenernya para pro,2
kita? kmu aja kali padahal 80% paper penilitan ai itu di dominasi dari jurusan computer science misalkan kamu lulusan s3 computer science 2010an ya gak sama risetnya dengan yang sekarang jadi cuma bisa menganggap cs itu cuma ngoding yang beru,0
lomba ai ni ide paling tololl kek ga punya otak buat mikir jir?? kupikir lomba ngoding kayak yang aku pelajarin di matkul ai taunya ngeprompt buat generate gambar?? apanya yg mo dilombain jir? ih bisa mikir gasi anjirr,2
diskusi sama gpt soalnya gamau ganggu temen,0
makin susah nanti nemu art ori karena dalam ngebuat 1 art ori ai artist ini bisa buat 10.,2
with the current technology ai and mobility masih nak kerah org kerja di pejabat dari 8am-5pm walaupun dgn waktu kerja flexi waktu bekerja gomen dan budaya dah outdated.,0
kak nee gpt,0
jumbo sejuta voice actor nya acc kolaborasi generative ai.,0
bukan umatnya gibran ai generative art itu jahat,2
terakhir kali kami mempelajari tentang iot dengan generative ai disini kami mulai menyadari kalau ternyata sudah sedari dulu kami menggunakan hal hal yang terkait dengan ai tapi tidak mencolok seperti zaman sekarang dan mempelajari iot ini juga mengajarkan kami untuk berpikir-,0
bro biar jadi pejabat yang kelihatan kerja. tinggal nge-bac0t aja pake kosa kata: digital/digitalisask online ai (sering dipake fufufafa) hilirisasi dan seterusnya .,2
iqiyi ai generated ending menurut gue paling parah karna anjir banget yah kenapa nentuin he sama be harus pake ai?? lol,2
gpt kocak,0
beda dengan ngoding yg kebantu banget dunia kreatif/seni malah 'terancam' dgn perkembangan ai. soalnya seni tuh ada ciri khas style yg melekat sama pembuatnya. kalo ini bisa ditiru sama ai kan ga asik juga . tapi ya gimana perkembangan teknologi gabisa kita cegah..,2
gpt is da bes 4 eperô∏è,1
beda kementrian? ini ekraf bukan kemendikbud. ekraf dari dulu konsisten dukung industri kreatif dan ga fomo ai lho. dan dukungan ekraf udah jauh sebelum jumbo viral.,0
gini lu ngerti sarkasme ga? gw jelasin isi sarkasmenya. itu dibuat pakai ai yang diagung-agungkan gibran. padahal dampak ai memang dapat disalahgunakan seperti itu. bukannya diberikan edukasi untuk tidak menggunakan ai karena dapat,2
gawat.. video ai generated mulai masuk ke grup emakku,2
kalau pemerintah cuma seneng bikin konten ai tanpa edukasi dan etika gimana masyarakatnya mau pakai dengan bijak? harusnya pemerintah kasih contoh penggunaan ai yang bertanggung jawab dan produktif bukan sing penting viral.,2
skripsi mah enteng coba ntar setelah lulus nyari kerja puyeng dan setelah dapet kerja klo lingkungan gak enak tambah puyeng dah. skripsi gak usah dipikirin tapi di kerjain klo salah itu tugas dospen unk nyoret dan sekarang udah ada ai sebagai,0
kemampuan siswa masih rendah begini sok-sokan gibran mau masukin ai ke sekolah segala mobil legend di jadikan eskul . parah nih,2
asal ada chat gpt semua aman,1
ai dibuat untuk memenuhi kebutuhan teknologi informasi dan desain grafis dan dunia edukasi bukan untuk konten ketololan yang hakiki..,1
cd ini salah satu leader terbaik dgn skillset lengkap yg pernah gua temui. dari ide kreatif teknis smp mentorin timnya dia bisa . jadi gua kagum pas dia masih mau belajar tentang ai. ga mudah menundukkan ego bilang gua ga tahu dan belajar lagi dengan posisinya sekarang ini.,1
kita harus lebih kreatif dalam memanfaatkan teknologi ai jangan cuma buat hal-hal yang sepele aja.,1
oh wow emang klo proses kreatif pake ai ga sepatutnya sih sindir terus kk ô∏è,2
chart gpt mwanzo mwisho,0
kakk bisa kahh lewat gpt??,0
gaada korelasinya anjing anti pemerintah sm anti ai kebanyakan yg speak up anti ai tuh emang kerja dibidang kreatif,2
lagian ini tuh tugas negara buat nyediain lapangan kerja yang relevan tauu! tuh banyak lulusan fsrd tapi kalian pejabat pejabat sukanya pake ai! balik sekolah lagi pak kerjain tuh disertasi yang bener,2
semangat dong boleh nanya om gpt kok.,0
seumur hidup make chat gpt buat skripsi cuman buat nanyain sinonim antonim buat parafrase anjir minta nyariin link ebook,1
statement kaya begitu yang bikin seni berasa exclusive hanya bisa dinikmati dan dibuat orang orang tertentu. makanya ai art dianggap democratizing art.,1
udh di tahap curhat sm chat gpt n gemini,1
nah bener seandainya pun garena izin ke dia juga ya sebatas tata krama aja dan itu ga wajib karena sekali lagi si tung tung ini ai generated dan juga sebatas tren aja (gabisa diambil hak ciptanya),0
dia juga sempet bilang saya ga terima bu dibilang pake ai saya ngoding ya emang kenapa sih sama mengakui kalo emang pake ai? itu url lu ga bisa boong anj. ga ada yg hujat juga kita lagi belajar tpi cara lu marah marah dan ga terima ditanya gitu tuh aneh.,0
waduh ngobrol sama chat gpt aja deh,1
tau sih kemenekraf sdh dukung industri kreatif termasuk jumbo. yang penting tolong bikin regulasi ai yang ketat karena artist pemula terdampak dengan ai. tolong edukasi kementerian lainnya untuk jangan pakai ai namun pakai karya ar,2
saya ga anti seluruh ai tapi anti generative ai untuk seni. saya ga bisa menyebut hasil genarative ai sebagai sebuah karya seni.,2
udah gitu gambarnya pake ai lagi pekerja kreatif juga kehilangan job,2
kalau generative ai gua juga sering pakai tapi untuk kesenangan pribadi aja to feed my delulu mind,1
gunain/bikin ai buat ngecek ai generated atau bukan paling yak.,2
ada yg lewat blg ai generated,0
pake aja buat plot.. minta gpt.,0
tekan gpt barang yung alah,0
wuiss menyala dong halaman sekolah ku luas tpi keknya lebih luas omongan dia deng. gini acdc aja baca bukunya melimpah loh risetnya banyak dan mosinya dpt drimana coba kli ga baca buku. hmm atau mungkin ai? (buatkan text debat bla bla,0
peri gpt,0
sbnrnya tergantung gmn kita curhat nya yahh cm kdg kl kita nanya terlalu general dan ga merujuk ke pertanyaan/pernyataan abc gpt sekedar memvalidasi kelakuan kita pdhl kan dlm bersosialisasi kdg ga bisa bgt yah salah ya salah tp kl kt curhat ke g,1
oh hell nawh edukasi tentang ai hanya sebagai alat bantu berpikir bukan generate harus disebarluaskan deh. agak kesentil dosen fav yg ingetin ini krn gw di industri kreatif pasti sedih gasih kalo ada yg terang-terangan pake ai sama di dunia akademisi,1
selanjutnya: tunggu giliran untuk software engineer yang biasa biasa aja. karena kalian akan tergantikan soon. gue udah pake berbagai ai model buat ngoding sehari-hari dan kayanya ngga lama lagi code generated by ai akan mendominasi repo repo di laptop kantor ini hahahaha.,0
just saw ai kokushibo art dpmo,2
ak gk bakat momong bocah tp tapi kata chat gpt bisa alihin perhatian bocah nya biar gk nemplok terus tuh dikasi mainan yang buat aktivitas dia sendiri gitu. kaya mewarnai,1
chat gpt coba,0
ai itu membantu dalam sisi scientific/research dan ya programming juga terbantu oleh ai karena bisa jadi lebih cepet ngoding dan alhasil lebih time efficient (ini gua kerja dibidang programming ya..),1
tergantung konteks ga si? klo lu suruh bikinin pr ya masuk akal klo buat temen brainstorming cari perspektif baru bukannya juga bisa nambah ilmu? gw aja baru tau istilah2 tertentu dari chat gpt krna bot itu satu2nya benda yg ga judge opini kon,1
gpt mulu dah pada bikin caption/penjelasan disuruh kreatif tapi sendirinya bikin gitu ae pake ai awowkwok,2
29 itu udah semampu gue gpt aja udah ga mampu gue mintain tolong,0
ternyata kalo lagi pressured karena ada deadline pake light theme di ide sangat-sangat membantu. biar gak butek ini otak pas ngoding (alias pas nyuruh ai buat ngoding lol),0
tidak menutup kemungkinan industri yang bergerak cepat akan lebih mengandalkan generative ai demi efisiensi produksi dalam penyampaian informasi dan agenda mereka (iklan poster dsb). terus kita sebagai illustrator harus ngapain? fokus ke industrinya bukan ke skillnya,2
nyari tau akar masalah dan bedain generative ai (midjourney) sama enhanced search machine ai (grok chatgpt) aja gabisa.. belajar dulu sana tentang topiknya biar ga keliatan kosong kosong amat,0
pro atau kontra nya seseorang terhadap ai generative image ini mencerminkan kedalaman berpikir dan empatinya sebagai manusia.,0
forever blame 02 for normalizing penggunaan ai untuk produksi kreatif.,2
konteks nya akun tsb gambar ollie di kertas tapi reff nya dari ai. udah gitu sebelum2nya dia naruh gambar ai di tag art nya ollie,2
tapi aku gk setuju sama orang yg edukasi si sender yg baca au pakai ai di anying anyingin atau di bentak pakai kata kasar jujur sih itu bisa menimbulkan kebencian coba edukasinya secara halus. soalnya dikatain sefandom itu gk enak apalagi ini,0
dia nih ambassador nya ai kah? orang kreatif pake otaknya sendiri kok bisa dikecilkan dengan ai,2
menemukan problem menemukan ide solusi bagus pake ai llm things bla bla bla wah menarik coba buat kali ya di depan laptop iya ya gabisa ngoding ey ai .-.,2
apa yang boleh yang kita boleh buat dengan segala llm 10m context mcp vibe coding ai agent generative ai 2.0 dll semua ni untuk hentikan kezaliman israel?,2
